transaction_id,store_id,timestamp,amount,item_count,channel,promo_code
T006404,S04,2025-05-15 17:37,59.91,3,in_store,
T003752,S03,2025-04-11 10:33,39.64,3,in_store,
T003524,S02,2025-05-28 20:54,64.67,3,in_store,
T002634,S02,2025-04-28 09:13,37.92,2,in_store,
T003895,S03,2025-04-17 09:00,22.16,1,in_store,
T001312,S01,2025-05-14 19:08,20.54,2,in_store,
T003202,S02,2025-05-18 11:24,15.05,1,in_store,
T002574,S02,2025-04-26 10:21,20.76,1,in_store,
T001177,S01,2025-05-10 19:21,40.35,2,in_store,
T006489,S04,2025-05-18 20:40,77.06,3,in_store,
T005187,S04,2025-04-09 16:11,47.66,2,in_store,
T004874,S03,2025-05-23 16:28,37.29,3,in_store,
T005712,S04,2025-04-24 16:03,87.59,5,in_store,
T002106,S02,2025-04-10 14:59,35.12,2,in_store,
T002382,S02,2025-04-19 17:16,43.14,4,in_store,
T004437,S03,2025-05-10 12:43,78.67,4,in_store,SPRING25
T004305,S03,2025-05-05 09:34,17.24,1,in_store,
T001434,S01,2025-05-18 17:17,27.71,1,in_store,
T000410,S01,2025-04-18 19:08,195.7,6,in_store,
T001479,S01,2025-05-18 15:02,48.2,4,online,
T007347,S05,2025-04-21 09:19,38.58,2,in_store,
T004520,S03,2025-05-11 12:54,63.18,5,in_store,SPRING25
T000641,S01,2025-04-25 12:51,31.47,3,online,
T000852,S01,2025-05-01 17:43,53.42,2,in_store,
T007382,S05,2025-04-23 14:05,16.87,1,in_store,
T003616,S02,2025-06-01 12:52,78.88,5,online,
T005284,S04,2025-04-12 15:56,25.98,2,online,
T002461,S02,2025-04-21 10:51,19.4,1,in_store,
T006898,S04,2025-05-31 16:11,44.57,3,in_store,
T002803,S02,2025-05-04 12:10,26.89,2,in_store,
T007491,S05,2025-04-27 15:27,70.74,6,in_store,
T005796,S04,2025-04-27 15:47,59.74,3,in_store,
T006702,S04,2025-05-25 19:16,51.7,3,online,
T003755,S03,2025-04-11 18:14,42.5,2,in_store,
T008178,S05,2025-05-24 11:02,12.81,1,in_store,
T002280,S02,2025-04-16 13:40,64.01,3,online,
T005219,S04,2025-04-10 15:16,66.02,4,in_store,
T002878,S02,2025-05-07 16:51,47.41,3,in_store,
T007875,S05,2025-05-11 18:57,102.14,5,online,
T006833,S04,2025-05-29 15:52,128.11,6,in_store,
T003994,S03,2025-04-21 15:41,49.27,3,in_store,
T006204,S04,2025-05-10 17:19,33.77,2,in_store,
T000421,S01,2025-04-18 20:45,34.12,3,in_store,
T001175,S01,2025-05-10 09:45,58.59,3,in_store,
T002462,S02,2025-04-21 12:50,52.27,2,in_store,
T006809,S04,2025-05-28 18:45,70.72,4,in_store,
T007708,S05,2025-05-05 20:53,17.41,2,in_store,
T001268,S01,2025-05-13 12:36,49.58,5,in_store,
T000702,S01,2025-04-27 18:27,73.04,3,online,
T006207,S04,2025-05-10 10:56,84.67,4,online,
T006611,S04,2025-05-22 19:37,19.31,2,online,
T006161,S04,2025-05-08 20:38,92.33,4,in_store,
T003351,S02,2025-05-23 13:36,51.07,3,in_store,
T004676,S03,2025-05-15 15:08,37.88,4,online,
T000846,S01,2025-05-01 18:18,16.55,1,in_store,
T005842,S04,2025-04-28 12:28,79.54,6,in_store,
T005991,S04,2025-05-03 11:57,25.11,2,online,
T000262,S01,2025-04-14 14:20,24.84,1,in_store,
T000026,S01,2025-04-07 17:35,14.24,1,online,
T003728,S03,2025-04-10 16:34,55.85,4,in_store,
T007298,S05,2025-04-20 20:49,69.41,4,online,
T002455,S02,2025-04-21 18:30,31.71,2,in_store,
T007142,S05,2025-04-14 18:46,16.88,1,online,
T000856,S01,2025-05-01 17:16,44.92,2,online,
T003114,S02,2025-05-15 13:58,7.1,1,in_store,
T006697,S04,2025-05-25 18:59,66.62,4,online,
T007852,S05,2025-05-11 19:31,35.95,2,online,
T001966,S01,2025-05-31 15:49,98.76,7,online,
T007287,S05,2025-04-20 15:23,36.51,2,online,
T000760,S01,2025-04-28 17:49,13.25,1,in_store,
T001589,S01,2025-05-21 14:13,19.27,1,online,
T002793,S02,2025-05-04 12:57,39.84,2,in_store,
T004227,S03,2025-05-01 17:03,73.16,6,in_store,
T000782,S01,2025-04-29 16:22,42.17,3,online,
T002723,S02,2025-05-01 10:40,68.07,5,online,
T003256,S02,2025-05-20 11:17,54.07,4,in_store,
T006603,S04,2025-05-21 13:22,56.89,3,in_store,
T003487,S02,2025-05-27 15:33,141.26,5,online,
T001508,S01,2025-05-19 13:52,69.83,5,in_store,
T001832,S01,2025-05-28 14:32,48.33,3,online,
T003521,S02,2025-05-28 13:48,68.58,4,in_store,
T002725,S02,2025-05-01 15:19,51.61,4,in_store,
T007211,S05,2025-04-17 15:47,41.69,2,in_store,
T006910,S04,2025-05-31 15:47,41.44,4,in_store,
T005613,S04,2025-04-21 09:39,64.28,2,online,
T000642,S01,2025-04-25 17:00,20.16,1,online,
T007150,S05,2025-04-15 16:33,50.0,3,online,
T002388,S02,2025-04-19 20:30,47.17,2,online,
T006329,S04,2025-05-13 13:55,69.68,3,in_store,
T002000,S01,2025-06-01 20:19,70.98,4,in_store,
T005341,S04,2025-04-13 19:20,31.42,2,online,
T002802,S02,2025-05-04 13:43,91.04,3,online,
T007223,S05,2025-04-18 18:02,56.63,4,in_store,
T004740,S03,2025-05-17 15:29,89.46,4,in_store,
T005899,S04,2025-04-30 19:41,13.95,1,in_store,
T006965,S05,2025-04-07 16:20,9.52,2,in_store,
T008265,S05,2025-05-27 14:01,74.54,2,online,
T000066,S01,2025-04-09 11:28,67.67,4,in_store,
T005781,S04,2025-04-26 14:14,46.45,2,online,
T005926,S04,2025-05-01 17:58,31.86,2,in_store,
T000081,S01,2025-04-09 11:05,24.18,2,in_store,
T004063,S03,2025-04-24 20:10,32.27,1,online,
T003763,S03,2025-04-11 10:10,107.5,7,in_store,
T005274,S04,2025-04-11 11:39,69.03,3,online,
T001362,S01,2025-05-16 10:19,43.35,3,in_store,
T006477,S04,2025-05-17 19:45,34.8,2,in_store,
T002557,S02,2025-04-25 09:40,80.33,3,in_store,
T005412,S04,2025-04-15 12:38,42.7,3,in_store,
T000544,S01,2025-04-22 09:48,33.78,3,in_store,
T005728,S04,2025-04-25 18:18,67.65,3,in_store,
T001603,S01,2025-05-22 15:35,41.15,3,online,
T007353,S05,2025-04-22 16:52,121.75,6,in_store,
T007319,S05,2025-04-20 20:48,63.14,4,in_store,
T002449,S02,2025-04-21 15:48,68.27,4,in_store,
T000365,S01,2025-04-17 10:57,63.25,3,in_store,
T007007,S05,2025-04-09 09:17,87.95,5,in_store,
T006654,S04,2025-05-23 10:30,19.37,1,in_store,
T008020,S05,2025-05-18 20:25,32.03,4,in_store,
T005772,S04,2025-04-26 10:57,63.01,3,online,
T003332,S02,2025-05-23 09:56,17.97,1,in_store,
T006362,S04,2025-05-14 09:26,16.54,1,in_store,
T006081,S04,2025-05-05 15:56,42.52,4,online,
T006145,S04,2025-05-08 09:21,23.01,1,in_store,
T008187,S05,2025-05-24 11:16,63.89,5,in_store,
T007042,S05,2025-04-10 13:59,82.52,4,online,
T007278,S05,2025-04-19 12:07,25.09,2,in_store,
T005018,S03,2025-05-29 13:53,23.49,1,online,
T001324,S01,2025-05-15 11:40,37.0,2,in_store,
T004262,S03,2025-05-03 18:45,31.24,5,in_store,
T000357,S01,2025-04-17 20:33,120.87,6,in_store,
T007872,S05,2025-05-11 13:43,39.48,2,in_store,
T008240,S05,2025-05-26 17:15,51.54,3,in_store,
T006636,S04,2025-05-22 19:44,131.92,6,in_store,
T000253,S01,2025-04-13 18:05,29.31,2,in_store,
T007622,S05,2025-05-02 10:16,72.5,3,online,
T007036,S05,2025-04-10 16:22,15.2,1,online,
T000089,S01,2025-04-09 11:43,32.43,2,in_store,
T008293,S05,2025-05-28 13:46,19.07,1,online,
T001408,S01,2025-05-17 10:18,122.91,6,in_store,
T007032,S05,2025-04-10 15:19,18.25,2,in_store,
T008078,S05,2025-05-20 13:02,50.77,2,in_store,
T007101,S05,2025-04-13 20:12,49.9,2,in_store,
T006469,S04,2025-05-17 20:13,48.83,2,in_store,
T008111,S05,2025-05-21 12:57,27.31,2,in_store,
T000606,S01,2025-04-24 20:36,80.85,4,online,
T000698,S01,2025-04-27 12:34,53.0,2,in_store,
T005857,S04,2025-04-29 10:52,121.23,5,online,
T002985,S02,2025-05-10 10:49,25.7,2,online,
T003478,S02,2025-05-27 16:39,31.75,2,online,
T000485,S01,2025-04-20 10:56,136.31,4,in_store,
T005541,S04,2025-04-19 15:45,25.82,2,online,
T001643,S01,2025-05-23 17:03,45.1,3,online,
T008137,S05,2025-05-22 14:49,78.79,4,in_store,
T002190,S02,2025-04-13 15:38,40.95,4,in_store,
T006186,S04,2025-05-09 15:16,79.45,5,online,
T001774,S01,2025-05-26 19:34,64.11,3,online,
T004918,S03,2025-05-25 12:30,12.67,3,online,
T001699,S01,2025-05-24 12:19,52.25,3,in_store,
T006696,S04,2025-05-25 18:53,63.19,3,online,
T001523,S01,2025-05-19 13:05,99.48,4,in_store,
T000509,S01,2025-04-20 12:27,78.28,3,in_store,
T007932,S05,2025-05-13 10:54,116.3,5,in_store,
T001049,S01,2025-05-07 12:41,36.08,3,in_store,
T003295,S02,2025-05-21 20:11,11.85,1,in_store,
T000941,S01,2025-05-04 17:28,49.19,2,in_store,
T006095,S04,2025-05-06 13:58,19.35,2,online,
T007011,S05,2025-04-09 20:46,42.21,4,in_store,
T003711,S03,2025-04-09 16:48,80.18,5,in_store,
T006229,S04,2025-05-10 09:01,14.18,1,in_store,
T004949,S03,2025-05-26 13:10,35.46,2,in_store,
T006384,S04,2025-05-15 13:56,80.36,4,in_store,
T006665,S04,2025-05-24 13:31,35.5,3,in_store,
T001959,S01,2025-05-31 20:48,75.06,3,in_store,
T006212,S04,2025-05-10 10:08,14.8,1,in_store,
T000173,S01,2025-04-11 10:37,87.29,4,online,
T004354,S03,2025-05-06 20:07,67.35,3,in_store,
T005213,S04,2025-04-09 09:44,16.92,3,in_store,
T006339,S04,2025-05-13 20:51,70.35,3,online,
T000761,S01,2025-04-28 13:57,54.76,3,online,
T008261,S05,2025-05-26 15:50,48.35,3,online,
T001077,S01,2025-05-08 17:15,7.24,1,online,
T008164,S05,2025-05-23 10:49,223.85,9,online,
T006189,S04,2025-05-09 18:18,31.72,3,in_store,
T006211,S04,2025-05-10 12:57,113.62,4,in_store,
T000614,S01,2025-04-24 13:08,143.52,5,online,
T007447,S05,2025-04-26 15:29,59.47,4,in_store,
T001910,S01,2025-05-30 15:35,16.03,1,in_store,
T004830,S03,2025-05-21 19:40,61.4,3,online,
T004111,S03,2025-04-26 15:25,75.33,5,in_store,
T000902,S01,2025-05-03 15:28,31.99,2,online,
T001601,S01,2025-05-22 20:29,41.48,3,in_store,
T007727,S05,2025-05-06 12:22,17.29,1,in_store,
T006474,S04,2025-05-17 17:18,10.94,1,in_store,
T000522,S01,2025-04-21 16:32,134.0,7,in_store,
T007488,S05,2025-04-27 19:53,16.71,1,online,
T006975,S05,2025-04-07 19:15,10.02,1,in_store,
T004155,S03,2025-04-28 15:19,68.46,5,in_store,
T006346,S04,2025-05-13 18:32,45.23,2,in_store,
T002698,S02,2025-04-30 20:32,32.53,2,online,
T003751,S03,2025-04-11 12:48,55.39,3,online,
T005448,S04,2025-04-16 12:38,29.09,2,in_store,
T001804,S01,2025-05-27 18:29,67.82,4,in_store,
T007894,S05,2025-05-12 14:33,25.85,2,in_store,
T005445,S04,2025-04-16 09:23,77.29,4,in_store,
T002555,S02,2025-04-25 17:09,51.77,2,in_store,
T002772,S02,2025-05-03 19:37,35.44,2,online,
T001050,S01,2025-05-07 19:16,26.68,3,in_store,
T002758,S02,2025-05-02 16:37,17.0,1,online,
T000696,S01,2025-04-26 19:48,31.09,3,in_store,
T007653,S05,2025-05-04 20:45,91.12,3,in_store,
T008173,S05,2025-05-24 16:48,106.47,4,online,
T007173,S05,2025-04-16 09:58,37.32,3,in_store,
T008090,S05,2025-05-20 15:01,79.83,4,in_store,
T001651,S01,2025-05-23 13:13,29.87,3,in_store,
T006918,S04,2025-05-31 11:28,157.24,6,in_store,
T001431,S01,2025-05-18 14:35,19.94,1,in_store,
T001070,S01,2025-05-07 19:18,23.96,1,in_store,
T000146,S01,2025-04-11 14:55,75.36,5,in_store,
T002916,S02,2025-05-08 17:14,48.64,2,in_store,
T001592,S01,2025-05-21 19:07,68.03,4,online,
T004290,S03,2025-05-04 17:45,86.35,4,in_store,
T005031,S03,2025-05-29 09:20,84.05,4,online,
T000165,S01,2025-04-11 19:53,56.7,3,in_store,
T003671,S03,2025-04-07 20:39,82.33,4,online,
T001818,S01,2025-05-27 16:13,44.93,3,online,
T004903,S03,2025-05-24 14:30,28.16,4,in_store,
T006077,S04,2025-05-05 14:03,52.11,3,online,
T004870,S03,2025-05-23 20:07,107.6,5,online,
T003799,S03,2025-04-13 16:57,31.44,1,in_store,
T004073,S03,2025-04-25 10:40,48.15,2,in_store,
T008122,S05,2025-05-22 16:56,56.96,3,in_store,
T007229,S05,2025-04-18 13:59,65.67,3,in_store,
T001148,S01,2025-05-10 20:47,41.71,4,online,
T002248,S02,2025-04-14 12:53,55.06,4,in_store,
T006635,S04,2025-05-22 16:16,37.91,2,in_store,
T002315,S02,2025-04-17 09:58,78.8,5,in_store,
T003990,S03,2025-04-20 19:38,36.17,2,online,
T000906,S01,2025-05-03 18:45,34.83,2,in_store,
T007117,S05,2025-04-13 16:33,81.04,5,online,
T001018,S01,2025-05-06 20:16,58.47,4,in_store,
T002942,S02,2025-05-09 16:31,80.82,4,online,
T003873,S03,2025-04-16 09:46,40.36,2,in_store,
T007567,S05,2025-04-30 20:31,40.99,4,in_store,
T002478,S02,2025-04-22 15:57,39.76,3,in_store,
T007004,S05,2025-04-09 12:27,134.84,4,in_store,
T004473,S03,2025-05-10 15:58,92.08,5,in_store,
T001901,S01,2025-05-29 20:21,22.01,1,online,
T006122,S04,2025-05-07 10:08,21.07,1,in_store,
T001478,S01,2025-05-18 12:38,38.81,3,in_store,
T002041,S02,2025-04-07 18:35,14.11,3,in_store,
T007922,S05,2025-05-13 11:43,20.9,2,in_store,
T006792,S04,2025-05-27 11:26,71.32,4,in_store,
T007880,S05,2025-05-11 16:09,37.34,2,online,
T001159,S01,2025-05-10 19:40,51.1,3,online,
T003532,S02,2025-05-28 16:24,97.25,5,online,
T001788,S01,2025-05-26 11:30,71.79,4,in_store,
T006073,S04,2025-05-05 11:48,9.14,1,online,
T007900,S05,2025-05-12 11:39,50.03,2,in_store,
T005813,S04,2025-04-27 15:34,33.33,2,online,
T003834,S03,2025-04-15 15:45,104.24,4,online,
T004714,S03,2025-05-17 12:52,67.0,4,in_store,
T006780,S04,2025-05-27 12:30,79.33,4,online,
T007501,S05,2025-04-28 17:54,46.62,3,online,
T005969,S04,2025-05-02 17:58,59.87,2,online,
T007417,S05,2025-04-24 15:14,30.1,2,in_store,
T008354,S05,2025-05-30 10:47,20.32,2,in_store,
T000896,S01,2025-05-03 20:42,60.37,3,in_store,
T005131,S04,2025-04-07 14:48,48.43,3,in_store,
T003037,S02,2025-05-12 10:49,48.78,3,online,
T001815,S01,2025-05-27 12:51,65.13,5,online,
T003276,S02,2025-05-21 14:27,40.47,3,in_store,
T003145,S02,2025-05-16 13:03,21.92,2,in_store,
T000915,S01,2025-05-03 15:42,92.44,5,in_store,
T005698,S04,2025-04-24 17:59,19.34,2,in_store,
T006401,S04,2025-05-15 16:21,47.31,3,in_store,
T002043,S02,2025-04-07 11:07,67.66,3,in_store,
T007550,S05,2025-04-30 11:23,58.53,3,in_store,
T004461,S03,2025-05-10 13:27,39.21,2,online,SPRING25
T000951,S01,2025-05-04 16:07,33.93,2,in_store,
T000087,S01,2025-04-09 10:44,39.78,3,in_store,
T002389,S02,2025-04-19 13:19,56.01,3,online,
T001098,S01,2025-05-08 16:17,28.47,2,in_store,
T002614,S02,2025-04-27 10:13,54.12,3,in_store,
T002417,S02,2025-04-20 10:33,31.2,2,in_store,
T005179,S04,2025-04-08 20:57,64.29,3,online,
T006774,S04,2025-05-27 19:39,37.35,3,in_store,
T004967,S03,2025-05-27 12:24,43.36,3,online,
T007109,S05,2025-04-13 17:10,55.43,5,in_store,
T001243,S01,2025-05-12 18:19,47.25,3,in_store,
T000094,S01,2025-04-09 19:16,53.44,2,in_store,
T006034,S04,2025-05-04 09:30,25.38,2,in_store,
T007258,S05,2025-04-19 13:22,64.9,3,in_store,
T003848,S03,2025-04-15 11:57,41.6,2,in_store,
T004545,S03,2025-05-11 15:16,39.74,2,in_store,SPRING25
T000483,S01,2025-04-20 14:33,14.84,1,in_store,
T004355,S03,2025-05-06 11:22,42.56,2,in_store,
T007439,S05,2025-04-25 17:37,71.96,3,in_store,
T007377,S05,2025-04-23 14:43,86.71,4,in_store,
T007626,S05,2025-05-03 15:10,80.4,4,in_store,
T005309,S04,2025-04-12 15:51,42.64,3,in_store,
T006134,S04,2025-05-07 13:07,89.19,4,in_store,
T001296,S01,2025-05-14 12:58,49.3,2,in_store,
T002473,S02,2025-04-22 17:24,18.99,1,in_store,
T006599,S04,2025-05-21 11:46,102.15,5,in_store,
T002237,S02,2025-04-14 13:39,82.73,3,in_store,
T006866,S04,2025-05-30 12:24,22.62,2,online,
T008460,S09,2025-04-22 17:15,70.49,5,in_store,
T002313,S02,2025-04-17 20:44,7.54,1,online,
T007327,S05,2025-04-20 10:18,6.21,3,online,
T007231,S05,2025-04-18 12:13,104.39,4,in_store,
T001632,S01,2025-05-22 12:33,61.92,4,online,
T004098,S03,2025-04-26 13:46,31.64,4,online,
T006176,S04,2025-05-09 09:29,70.88,4,in_store,
T007035,S05,2025-04-10 12:50,15.58,1,in_store,
T007009,S05,2025-04-09 16:48,50.61,3,in_store,
T006093,S04,2025-05-06 14:27,17.3,3,in_store,
T007104,S05,2025-04-13 13:10,78.41,3,online,
T007568,S05,2025-04-30 20:22,24.07,2,in_store,
T004266,S03,2025-05-03 10:59,43.13,2,in_store,
T004292,S03,2025-05-04 12:52,29.2,1,online,
T004883,S03,2025-05-23 16:53,18.71,1,in_store,
T006479,S04,2025-05-18 17:13,21.36,2,in_store,
T007098,S05,2025-04-13 18:10,51.98,2,in_store,
T001022,S01,2025-05-06 09:06,55.5,3,in_store,
T007458,S05,2025-04-26 17:55,55.76,4,in_store,
T004135,S03,2025-04-27 09:56,11.38,2,in_store,
T006594,S04,2025-05-21 10:22,31.57,2,online,
T003782,S03,2025-04-13 12:34,17.19,1,in_store,
T006585,S04,2025-05-21 19:41,34.86,3,online,
T002220,S02,2025-04-13 09:13,45.45,4,in_store,
T005285,S04,2025-04-12 10:24,48.36,3,in_store,
T006068,S04,2025-05-05 18:37,29.78,3,in_store,
T001936,S01,2025-05-31 15:12,69.58,3,in_store,
T005819,S04,2025-04-27 18:50,69.04,4,in_store,
T005423,S04,2025-04-16 19:15,72.58,4,in_store,
T000257,S01,2025-04-14 17:11,96.36,4,in_store,
T003803,S03,2025-04-13 18:06,13.78,1,in_store,
T004791,S03,2025-05-19 11:38,61.23,3,in_store,
T006192,S04,2025-05-10 16:52,59.97,4,in_store,
T001962,S01,2025-05-31 10:14,32.87,2,in_store,
T001560,S01,2025-05-20 20:02,72.36,4,in_store,
T003701,S03,2025-04-08 16:10,24.7,1,in_store,
T004057,S03,2025-04-24 12:39,75.19,4,online,
T006297,S04,2025-05-12 15:04,72.67,3,in_store,
T001076,S01,2025-05-08 17:17,91.53,6,in_store,
T007768,S05,2025-05-08 20:24,51.62,2,in_store,
T007829,S05,2025-05-10 09:59,37.38,2,in_store,
T008202,S05,2025-05-25 15:06,139.27,5,online,
T007817,S05,2025-05-09 09:48,75.49,3,in_store,
T008427,S05,2025-06-01 17:55,74.64,6,online,
T004848,S03,2025-05-22 12:42,45.6,3,in_store,
T007588,S05,2025-05-01 12:24,28.81,2,in_store,
T006622,S04,2025-05-22 14:18,53.65,3,online,
T004898,S03,2025-05-24 16:39,20.2,1,in_store,
T004251,S03,2025-05-03 15:04,24.9,1,online,
T006710,S04,2025-05-25 18:30,60.61,4,in_store,
T001036,S01,2025-05-07 15:17,139.9,6,in_store,
T007483,S05,2025-04-27 18:53,83.08,4,online,
T005935,S04,2025-05-01 18:59,12.96,1,in_store,
T003228,S02,2025-05-19 16:36,63.95,3,online,
T003374,S02,2025-05-24 10:31,55.24,4,online,
T001740,S01,2025-05-25 20:57,135.17,6,online,
T005121,S04,2025-04-07 20:29,26.61,1,in_store,
T001251,S01,2025-05-13 18:13,11.1,1,in_store,
T004611,S03,2025-05-12 17:33,73.23,4,in_store,
T000681,S01,2025-04-26 19:55,44.41,2,in_store,
T001432,S01,2025-05-18 20:44,32.91,2,in_store,
T005677,S04,2025-04-23 12:53,52.44,2,online,
T007255,S05,2025-04-19 10:32,27.89,2,in_store,
T008066,S05,2025-05-19 17:30,64.48,4,in_store,
T006438,S04,2025-05-16 16:57,96.64,4,in_store,
T006088,S04,2025-05-06 15:47,48.12,3,online,
T003298,S02,2025-05-21 19:26,15.68,1,in_store,
T004287,S03,2025-05-04 15:07,57.25,3,online,
T000994,S01,2025-05-05 13:14,79.47,7,in_store,
T006653,S04,2025-05-23 13:31,12.41,2,in_store,
T002166,S02,2025-04-12 09:31,18.39,2,in_store,
T005565,S04,2025-04-20 20:28,35.38,3,in_store,
T004645,S03,2025-05-13 19:06,98.62,5,online,
T005626,S04,2025-04-21 14:05,67.19,4,in_store,
T001375,S01,2025-05-16 10:15,79.86,3,online,
T001835,S01,2025-05-28 15:46,33.04,2,in_store,
T001975,S01,2025-05-31 10:43,47.02,3,in_store,
T003592,S02,2025-05-31 10:46,27.33,2,in_store,
T001331,S01,2025-05-15 16:56,44.35,3,in_store,
T001692,S01,2025-05-24 12:33,29.3,2,in_store,
T003942,S03,2025-04-19 19:42,11.34,1,in_store,
T004286,S03,2025-05-04 10:12,75.71,3,online,
T000432,S01,2025-04-18 19:16,81.36,4,in_store,
T004915,S03,2025-05-25 16:32,65.97,3,in_store,
T001633,S01,2025-05-22 10:55,27.91,1,online,
T002635,S02,2025-04-28 13:52,47.46,3,online,
T003328,S02,2025-05-22 19:11,75.04,4,online,
T001743,S01,2025-05-25 15:43,37.12,3,in_store,
T008331,S05,2025-05-29 13:06,49.18,2,online,
T008419,S05,2025-06-01 12:06,67.09,4,in_store,
T008466,S09,2025-05-05 20:03,40.2,2,in_store,
T000643,S01,2025-04-25 20:54,57.33,3,online,
T001512,S01,2025-05-19 14:39,69.41,3,in_store,
T002448,S02,2025-04-21 11:59,83.58,4,in_store,
T001989,S01,2025-06-01 15:46,39.01,2,in_store,
T005012,S03,2025-05-28 19:36,32.58,2,in_store,
T006848,S04,2025-05-29 16:42,51.77,3,online,
